,title,deal_rating,mileage,price,stock_type,location
6265,2021 Kia Sportage SX Turbo,Good Deal,"77,422 mi.","$22,995
$1,000 price drop",Used,"Opelousas, LA"
6266,2014 Chevrolet SS Base,Fair Deal,"52,790 mi.","$35,000
$500 price drop",Used,"Lee's Summit, MO"
6267,2017 BMW X5 xDrive35i,Good Deal,"108,651 mi.","$19,995",Used,"Westbrook, ME"
6268,2018 Jeep Cherokee Limited,Good Deal,"116,486 mi.","$13,250
$249 price drop",Used,"Tracy, CA"
6269,2020 Nissan Murano Platinum Intelligent AWD,Great Deal,"85,390 mi.","$22,900
$1,000 price drop",Used,"Kalispell, MT"
6270,2020 Chevrolet Silverado 1500 LTZ,Good Deal,"51,294 mi.","$33,199",Used,"Pembroke Pines, FL"
6271,2021 Hyundai Elantra SEL,Good Deal,"19,750 mi.","$20,819
$1,083 price drop",Used,"Johnson City, TN"
6272,2023 Cadillac XT4 Sport,Good Deal,"9,600 mi.","$38,988",Used,"Kalamazoo, MI"
6273,2021 Chevrolet Trax LT,Good Deal,"61,269 mi.","$19,295",Used,"Alpena, MI"
6274,2015 Volkswagen Golf SportWagen TDI SEL 4-Door,Good Deal,"52,185 mi.","$16,950
$1,550 price drop",Used,"Stuart, FL"
6275,2023 Land Rover Defender First Edition,Good Deal,"11,242 mi.","$78,999",Used,"Fort Wayne, IN"
6276,2018 BMW 540 i,Good Deal,"46,105 mi.","$27,899",Used,"Camdenton, MO"
6277,2021 Nissan Frontier PRO-4X,Good Deal,"26,244 mi.","$30,563
$200 price drop",Used,"Emporia, KS"
6278,2022 Kia Sorento Plug-In Hybrid SX,Good Deal,"20,587 mi.","$37,238",Kia Certified,"Charter Twp of Clinton, MI"
6279,2021 Nissan Kicks SV,Good Deal,"36,668 mi.","$19,888",Used,"Brunswick, GA"
6280,2023 Ford Mustang Mach-E GT,Great Deal,"5,580 mi.","$43,688
$1,293 price drop",Ford Certified,"Traverse City, MI"
6281,2021 GMC Sierra 1500 AT4,Good Deal,"45,152 mi.","$47,999",Used,"Washington, NC"
6282,2023 Kia Sportage S,Good Deal,"22,413 mi.","$31,950",Used,"North Norwich, NY"
6283,2015 Lexus NX 200t F Sport,Good Deal,"79,292 mi.","$21,487",Used,"Muncie, IN"
6284,2020 Ford Shelby GT350 Base,Good Deal,"2,600 mi.","$74,999",Used,"New Palestine, IN"
6285,2012 FIAT 500 Sport,Great Deal,"124,564 mi.","$6,995",Used,"Topeka, KS"
6286,2019 RAM 1500 Big Horn,Good Deal,"70,100 mi.","$29,500",Used,"Columbia, MO"
6287,2022 Jeep Grand Wagoneer Series III 4x4,Fair Deal,"94,759 mi.","$51,471
$3,890 price drop",Used,"Angola, IN"
6288,2021 Cadillac XT5 Premium Luxury,Good Deal,"56,669 mi.","$28,497",Used,"Minocqua, WI"
6289,2022 BMW X4 xDrive30i,Good Deal,"34,359 mi.","$43,998",Used,"Columbia, SC"
6290,2008 Volvo V70 3.2,Good Deal,"62,482 mi.","$9,985",Used,"Houston, TX"
6291,2023 RAM 3500 Tradesman,Good Deal,"12,533 mi.","$57,200",Used,"Whitesboro, TX"
6292,2022 Honda Odyssey Touring,Fair Deal,"75,256 mi.","$34,500",Used,"Hattiesburg, MS"
6293,2014 BMW 320 i,Great Deal,"106,926 mi.","$11,225",Used,"Huber Heights, OH"
6294,2020 Hyundai Accent SE,Great Deal,"85,365 mi.","$14,595
$300 price drop",Used,"Tallahassee, FL"
6295,2022 Jeep Grand Cherokee WK Laredo,Good Deal,"32,311 mi.","$32,906",Used,"Macomb, IL"
6296,2022 Volkswagen Jetta 1.5T S,Good Deal,"6,032 mi.","$22,998",Used,"Midland, TX"
6297,2014 Toyota Sienna LE,Great Deal,"119,146 mi.","$14,973",Used,"LaCrosse, WI"
6298,2018 Nissan NV Cargo NV1500 S V6,Great Deal,"14,647 mi.","$26,995",Used,"Wilkes-Barre, PA"
6299,2014 Chevrolet Cruze LTZ,Great Deal,"89,310 mi.","$13,599",Used,"Pharr, TX"
6300,2021 GMC Sierra 3500 Denali,Good Deal,"122,672 mi.","$62,888",Used,"Buford, GA"
6301,2016 Mercedes-Benz SLK-Class SLK300,Great Deal,"55,070 mi.","$24,171",Used,"Merriam, KS"
6302,2020 MINI Hardtop Cooper S,Great Deal,"24,499 mi.","$21,900",Used,"Montgomery, AL"
6303,2019 Chevrolet Equinox Premier,Fair Deal,"100,850 mi.","$21,495",Used,"Rexburg, ID"
6304,2013 Ford E350 Super Duty XLT,Great Deal,"115,690 mi.","$16,500",Used,"Benson, NC"
6305,2018 Dodge Journey Crossroad,Great Deal,"88,115 mi.","$11,493",Used,"Corpus Christi, TX"
6306,2017 Maserati Levante S,Good Deal,"75,016 mi.","$24,998",Used,"Maumee, OH"
6307,2016 Ford Escape S,Good Deal,"36,337 mi.","$15,998",Used,"Clermont, FL"
6308,2021 Toyota 4Runner SR5 Premium,Good Deal,"46,759 mi.","$39,991",Used,"Casper, WY"
6309,2020 Nissan Rogue SV,Good Deal,"26,066 mi.","$22,998
$1,000 price drop",Used,"Charlottesville, VA"
6310,2012 BMW M3 Base,Great Deal,"101,273 mi.","$18,990",Used,"Alpharetta, GA"
6311,2013 Audi A5 2.0T Premium Plus,Great Deal,"126,000 mi.","$9,900",Used,"Oklahoma City, OK"
6312,2016 McLaren 650S Spider,Good Deal,"12,031 mi.","$149,995",Used,"Bonita Springs, FL"
6313,2022 Honda Odyssey EX-L,Good Deal,"22,282 mi.","$34,287",Used,"Gainesville, FL"
6314,2017 Toyota 86 Base,Good Deal,"41,242 mi.","$22,999
$238 price drop",Used,"Richmond, IN"
6315,2024 Toyota Sequoia Capstone,Great Deal,"6,928 mi.","$79,900",Used,"Crestview, FL"
6316,2020 Lexus UX 250h F Sport,Great Deal,"53,350 mi.","$28,995",Used,"Memphis, TN"
6317,2021 Lincoln Aviator Reserve AWD,Great Deal,"57,009 mi.","$39,999",Used,"Littlefield, TX"
6318,2020 Jaguar E-PACE Checkered Flag Edition P250 AWD Automatic,Fair Deal,"26,631 mi.","$30,694
$787 price drop",Used,"Columbus, OH"
6319,2016 Mercedes-Benz GL-Class GL 450 4MATIC AWD 4dr SUV,Great Deal,"118,841 mi.","$17,990",Used,"Harrisburg, PA"
6320,2015 Audi Q5 3.0T Premium Plus,Good Deal,"109,185 mi.","$15,210",Used,"Lindon, UT"
6321,2017 Jeep Grand Cherokee Overland,Good Deal,"106,650 mi.","$19,880",Used,"Tazewell, VA"
6322,2014 FIAT 500L Easy,Great Deal,"56,698 mi.","$8,950",Used,"Waterford, MI"
6323,2015 Buick Regal Turbo Premium II,Great Deal,"90,749 mi.","$12,298",Used,"Mechanicsburg, PA"
6324,2018 Ford Fusion Sport,Good Deal,"83,225 mi.","$19,000",Used,"Kentwood, MI"
6325,2016 Chevrolet Malibu Limited LT,Good Deal,"104,574 mi.","$11,999",Used,"Defiance, OH"
6326,2019 Ford Fusion SE,Good Deal,"40,189 mi.","$21,295
$100 price drop",Used,"Wilmington, NC"
6327,2018 Jeep Compass Latitude,Good Deal,"112,096 mi.","$11,999",Used,"Bordentown, NJ"
6328,2015 GMC Sierra 2500 Denali,Good Deal,"89,192 mi.","$41,829",Used,"Lubbock, TX"
6329,2021 INFINITI Q60 3.0t LUXE,Great Deal,"47,889 mi.","$29,900",Used,"Dayton, OH"
6330,2014 Audi R8 5.2,Good Deal,"52,020 mi.","$99,000",Used,"Glenwood, MD"
6331,2020 BMW X3 M,Good Deal,"27,161 mi.","$48,888",Used,"Tucson, AZ"
6332,2022 Kia Niro EV EX,Good Deal,"18,838 mi.","$23,354",Used,"San Angelo, TX"
6333,2018 Audi RS 3 2.5T,Fair Deal,"36,861 mi.","$46,900",Used,"Bedford, OH"
6334,2022 Chrysler Pacifica Touring-L,Good Deal,"61,341 mi.","$26,192
$254 price drop",Used,"Hickory, NC"
6335,2021 Chevrolet Trailblazer RS,Good Deal,"30,178 mi.","$24,900
$100 price drop",Used,"St Johns, MI"
6336,2021 Lincoln Corsair Standard,Good Deal,"11,601 mi.","$28,998",Used,"Doral, FL"
6337,2001 Ferrari 360 Spider Base,Fair Deal,"38,033 mi.","$86,990
$1,000 price drop",Used,"Addison, IL"
6338,2023 RAM ProMaster 2500 High Roof,Good Deal,"7,733 mi.","$42,700",Used,"Greensboro, NC"
6339,2022 Porsche Cayenne Platinum Edition,Good Deal,"42,620 mi.","$64,990",Porsche Certified,"Cicero, NY"
6340,2023 MINI SE Countryman Cooper,Good Deal,"10,715 mi.","$40,000
$1,539 price drop",Used,"Cincinnati, OH"
6341,2011 Mercedes-Benz R-Class R 350 BlueTEC 4MATIC,Good Deal,"77,540 mi.","$14,490",Used,"Salem, OR"
6342,2022 Buick Encore GX Select,Fair Deal,"15,012 mi.","$26,000",Buick Certified,"Battle Creek, MI"
6343,2016 Porsche Cayenne Diesel,Good Deal,"75,865 mi.","$32,797",Used,"Brentwood, TN"
6344,2021 Hyundai Venue SE,Great Deal,"15,842 mi.","$17,884",Used,"South Portland, ME"
6345,2018 Alfa Romeo Giulia Ti,Fair Deal,"54,356 mi.","$25,980",Used,"Sherman Oaks, CA"
6346,2024 Mercedes-Benz Maybach EQS 680 Base 4MATIC 4MATIC,Fair Deal,814 mi.,"$150,000",Used,"Pompano Beach, FL"
6347,2013 Kia Optima EX,Good Deal,"163,765 mi.","$7,999",Used,"Watertown, NY"
6348,2013 BMW 640 Gran Coupe i,Fair Deal,"138,185 mi.","$11,788
$1,000 price drop",Used,"Memphis, TN"
6349,2021 Honda HR-V Sport,Good Deal,"19,775 mi.","$23,998
$800 price drop",Used,"Medford, OR"
6350,2011 Nissan Xterra S,Great Deal,"180,844 mi.","$6,999",Used,"Greenville, SC"
6351,2021 Volkswagen Atlas 2.0T SEL,Good Deal,"61,035 mi.","$28,896",Used,"Lake Charles, LA"
6352,2024 Kia Carnival LX,Good Deal,"7,200 mi.","$36,580
$520 price drop",Used,"Jefferson City, MO"
6353,2022 Chevrolet Blazer 2LT,Good Deal,"26,459 mi.","$27,998",Used,"Lexington, KY"
6354,2017 Honda Accord Sport,Good Deal,"114,396 mi.","$14,900",Used,"Lafayette, IN"
6355,2018 Audi Q5 2.0T Premium Plus,Good Deal,"59,730 mi.","$25,395",Used,"Canon City, CO"
6356,2020 BMW X1 xDrive28i,Good Deal,"25,546 mi.","$30,790
$203 price drop",BMW Certified,"Seaside, CA"
6357,2017 FIAT 124 Spider Lusso,Good Deal,"82,500 mi.","$16,500",Used,"Pensacola, FL"
6358,2022 Chevrolet Camaro 1LT,Great Deal,"33,754 mi.","$26,997
$974 price drop",Used,"Muskogee, OK"
6359,2020 Jaguar F-PACE 25t Prestige,Great Deal,"43,673 mi.","$34,395",Used,"Anchorage, AK"
6360,2017 Jaguar XE 35t R-Sport,Fair Deal,"56,326 mi.","$26,000",Used,"Bellaire, TX"
6361,2021 Hyundai Kona Ultimate,Good Deal,"22,557 mi.","$24,250",Used,"East Windsor, NJ"
6362,2013 GMC Sierra 2500 Denali,Great Deal,"79,433 mi.","$36,420",Used,"Charles City, IA"
6363,2022 Audi e-tron Premium,Great Deal,"10,504 mi.","$38,998",Used,"San Antonio, TX"
6364,2023 Ford F-250 XL,Fair Deal,"19,418 mi.","$52,999",Used,"Newport, NH"
6365,2023 RAM ProMaster 2500 High Roof,Good Deal,"14,053 mi.","$43,500",Used,"Greensboro, NC"
6366,2018 Chevrolet Spark 1LT,Great Deal,"37,419 mi.","$12,451",Used,"Henrietta, TX"
6367,2012 Hyundai Genesis Coupe 2.0T Premium,Fair Deal,"103,140 mi.","$9,800
$195 price drop",Used,"National City, CA"
6368,2023 Hyundai Tucson Plug-In Hybrid Limited,Good Deal,"4,504 mi.","$36,098",Used,"Valley Stream, NY"
6369,2018 Volvo XC60 T6 Inscription,Good Deal,"28,530 mi.","$30,999",Used,"Bend, OR"
6370,2020 Hyundai Santa Fe SEL 2.4,Good Deal,"26,165 mi.","$24,297
$500 price drop",Used,"St. Louis, MO"
6371,2023 Buick Encore GX Preferred,Good Deal,"17,593 mi.","$23,108",Used,"Pharr, TX"
6372,2023 RAM 1500 Big Horn/Lone Star,Good Deal,"7,105 mi.","$52,731",Used,"San Angelo, TX"
6373,2015 Jeep Wrangler Unlimited Sport,Good Deal,"83,668 mi.","$21,000",Used,"Clermont, FL"
6374,2011 BMW 328 i,Good Deal,"120,295 mi.","$9,973",Used,"San Antonio, TX"
6375,2014 BMW 428 i,Good Deal,"103,000 mi.","$13,000",Used,"Charleston, SC"
6376,2018 Toyota Camry Hybrid XLE,Great Deal,"128,775 mi.","$16,995",Used,"Kansas City, MO"
6377,1999 Dodge Dakota,Great Deal,"70,248 mi.","$8,384",Used,"Medford, OR"
6378,1995 GMC Suburban K2500 SL,Fair Deal,"151,686 mi.","$8,995",Used,"Milwaukie, OR"
6379,2020 BMW X3 sDrive30i,Fair Deal,"35,723 mi.","$33,800",Used,"Evergreen, AL"
6380,2023 Tesla Model 3 Base,Great Deal,"17,624 mi.","$29,777",Used,"Buffalo, NY"
6381,2022 Nissan Rogue SV,Good Deal,"15,298 mi.","$23,850",Used,"Huntsville, AL"
6382,2008 Aston Martin DB9 Volante,Good Deal,"67,000 mi.","$42,985
$995 price drop",Used,"Springfield, NJ"
6383,2021 Hyundai Elantra SEL,Good Deal,"41,261 mi.","$19,998",Used,"Bristol, TN"
6384,2020 Nissan Armada SV,Fair Deal,"48,420 mi.","$32,995",Used,"Lewisville, TX"
6385,2022 Chevrolet Equinox Premier w/1LZ,Good Deal,"60,191 mi.","$22,499
$1,548 price drop",Used,"Tucson, AZ"
6386,2021 Audi S5 Premium TFSI quattro Tiptronic,Good Deal,"18,807 mi.","$44,900
$1,420 price drop",Used,"Iowa City, IA"
6387,2016 Audi Q3 2.0T Premium Plus,Great Deal,"87,234 mi.","$14,599",Used,"Belchertown, MA"
6388,2021 Chevrolet Trailblazer RS,Good Deal,"49,298 mi.","$25,000",Used,"Rockford, IL"
6389,2019 Mercedes-Benz GLC 300 Base 4MATIC,Good Deal,"52,496 mi.","$23,549
$1,449 price drop",Used,"Colorado Springs, CO"
6390,2011 BMW 328 i,Good Deal,"30,336 mi.","$14,495",Used,"San Antonio, TX"
6391,2020 Land Rover Discovery HSE LUXURY,Good Deal,"62,006 mi.","$33,498
$500 price drop",Used,"Waukesha, WI"
6392,2013 Dodge Dart Limited/GT,Good Deal,"108,328 mi.","$8,809",Used,"Corpus Christi, TX"
6393,2017 Lexus LX 570 Base,Great Deal,"104,023 mi.","$47,998
$509 price drop",Used,"Creve Coeur, MO"
6394,2013 Ford Fusion Hybrid SE Hybrid,Good Deal,"100,200 mi.","$9,150",Used,"Bonners Ferry, ID"
6395,2018 Cadillac ATS 2.0L Turbo Luxury,Good Deal,"59,767 mi.","$19,900",Used,"Brentwood, TN"
6396,2021 BMW X7 xDrive40i,Good Deal,"31,996 mi.","$55,963",Used,"El Paso, TX"
6397,2021 Subaru Crosstrek Limited,Good Deal,"92,849 mi.","$21,990",Used,"FARIBAULT, MN"
6398,2017 Cadillac ATS 2.0L Turbo Luxury,Good Deal,"66,752 mi.","$15,993
$989 price drop",Used,"Murfreesboro, TN"
6399,2020 Porsche Macan Base,Fair Deal,"77,057 mi.","$34,928",Used,"Memphis, TN"
6400,2012 Jeep Liberty Jet,Great Deal,"100,284 mi.","$9,999",Used,"Fond Du Lac, WI"
6401,2021 Subaru Forester Touring,Good Deal,"61,911 mi.","$26,747
$1,729 price drop",Used,"Spokane, WA"
6402,2023 MINI Clubman Cooper S,Fair Deal,"6,863 mi.","$41,900",Used,"Albuquerque, NM"
6403,2017 Toyota Yaris iA Base,Good Deal,"39,000 mi.","$15,326
$1,357 price drop",Used,"Wheeling, WV"
6404,2011 BMW 535 xDrive,Good Deal,"125,681 mi.","$8,990",Used,"Chesapeake, VA"
6405,2020 INFINITI QX60 Luxe,Good Deal,"61,618 mi.","$24,991",Used,"Westbrook, ME"
6406,2020 Honda Accord LX 1.5T,Great Deal,"75,820 mi.","$19,499",Used,"Mason City, IA"
6407,2014 Porsche Panamera 4,Good Deal,"82,850 mi.","$25,850",Used,"Bellevue, WA"
6408,2015 Subaru BRZ Limited,Fair Deal,"83,188 mi.","$16,995",Used,"Spotsylvania, VA"
6409,2023 Nissan Frontier PRO-4X,Good Deal,"11,558 mi.","$38,690",Used,"Greenwood, MS"
6410,2019 Cadillac CTS 2.0L Turbo Luxury,Good Deal,"40,897 mi.","$26,978",Used,"Cheyenne, WY"
6411,2021 Jeep Compass 80th Special Edition,Good Deal,"60,152 mi.","$21,488",Used,"Minnetonka, MN"
6412,2021 Jeep Grand Cherokee L Limited,Good Deal,"26,185 mi.","$40,998",Used,"Warrensville Heights, OH"
6413,2009 Chevrolet HHR LT,Fair Deal,"49,066 mi.","$10,999",Used,"Webster, TX"
6414,2018 Bentley Bentayga Activity Edition,Good Deal,"39,731 mi.","$93,900",Used,"Kansas City, MO"
6415,2022 Nissan Titan XD PRO-4X,Great Deal,"37,748 mi.","$40,500",Used,"Pooler, GA"
6416,2016 Chrysler 300C Platinum,Good Deal,"88,065 mi.","$16,994
$450 price drop",Used,"Broken Arrow, OK"
6417,2020 Ford Expedition Max Limited,Good Deal,"46,500 mi.","$44,967",Used,"Centralia, MO"
6418,2019 Audi Q5 2.0T Premium,Good Deal,"41,201 mi.","$26,000",Used,"Saint Augustine, FL"
6419,2019 Honda Accord EX,Good Deal,"79,492 mi.","$22,995",Used,"Albuquerque, NM"
6420,2017 Acura MDX 3.5L,Great Deal,"115,126 mi.","$15,995",Used,"Inwood, NY"
6421,2005 Ford Thunderbird,Great Deal,"80,767 mi.","$14,675",Used,"Urbandale, IA"
6422,2014 RAM 2500 Laramie,Good Deal,"70,637 mi.","$39,999",Used,"Fruitland, ID"
6423,2022 Chevrolet Silverado 2500 High Country,Great Deal,"29,380 mi.","$66,488",Used,"Henrietta, TX"
6424,2023 Honda Accord Hybrid Sport,Good Deal,"11,915 mi.","$31,998
$1,000 price drop",Used,"Fresno, CA"
6425,2014 Chevrolet Express 3500 LT,Fair Deal,"39,982 mi.","$39,900",Used,"Edina, MO"
6426,2014 Toyota Prius v Three,Good Deal,"146,749 mi.","$10,300",Used,"Orlando, FL"
6427,2017 Cadillac Escalade Premium Luxury,Good Deal,"47,626 mi.","$42,700",Used,"Great Falls, MT"
6428,2022 Subaru BRZ Limited,Good Deal,"5,325 mi.","$31,998",Used,"Woodbridge, VA"
6429,2023 Mazda CX-30 Premium Package,Good Deal,"24,568 mi.","$26,900",Used,"Columbus, NE"
6430,2022 Chrysler Voyager LX,Fair Deal,"55,175 mi.","$22,454
$1,000 price drop",Used,"Yulee, FL"
6431,2021 RAM 1500 Big Horn/Lone Star,Good Deal,"51,245 mi.","$36,443
$250 price drop",Used,"Cleveland, MS"
6432,2021 Mercedes-Benz GLA 250 Base 4MATIC,Good Deal,"48,165 mi.","$25,199
$100 price drop",Used,"West Palm Beach, FL"
6433,2017 Toyota Corolla iM Base,Great Deal,"125,730 mi.","$11,990",Used,"Grand Forks, ND"
6434,2021 Subaru Crosstrek Sport,Good Deal,"34,848 mi.","$26,999",Used,"Johnson City, TN"
6435,2018 BMW 320 i,Fair Deal,"93,427 mi.","$16,995",Used,"Livonia, MI"
6436,2021 Genesis G70 2.0T,Great Deal,"29,656 mi.","$26,975",Used,"Gainesville, FL"
6437,2006 Dodge Sprinter 2500 High Roof,Fair Deal,"130,128 mi.","$19,495",Used,"Roseville, CA"
6438,2006 Mercedes-Benz E-Class E 350,Fair Deal,"34,000 mi.","$14,900",Used,"Palm Desert, CA"
6439,2016 Ford Fiesta SE,Great Deal,"93,086 mi.","$8,993",Used,"Fresno, CA"
6440,2021 Buick Enclave AWD Essence,Good Deal,"40,458 mi.","$33,900",Buick Certified,"Freeport, IL"
6441,2022 Jeep Wrangler Unlimited 4xe Rubicon,Good Deal,"16,707 mi.","$47,612",Used,"Carson City, NV"
6442,2022 Mercedes-Benz GLE 350 Base,Good Deal,"22,621 mi.","$48,357
$503 price drop",Used,"Tampa, FL"
6443,2021 Jeep Gladiator High Altitude 4X4,Great Deal,"19,239 mi.","$41,498",Used,"Salt Lake City, UT"
6444,2021 Cadillac XT4 Premium Luxury,Great Deal,"29,322 mi.","$27,500
$2,000 price drop",Used,"Fremont, OH"
6445,2022 Ford F-250 Platinum,Great Deal,"35,584 mi.","$66,799
$890 price drop",Used,"CLEVELAND, MS"
6446,2022 Kia Sorento Hybrid S,Good Deal,"27,313 mi.","$32,998",Used,"Midlothian, VA"
6447,2009 Dodge Avenger SXT,Great Deal,"119,000 mi.","$5,000",Used,"Peru, IL"
6448,2023 Honda Accord Hybrid Sport,Good Deal,"6,661 mi.","$33,998",Used,"Lafayette, LA"
6449,2020 Land Rover Range Rover Evoque R-Dynamic S,Great Deal,"35,908 mi.","$30,998",Used,"Dothan, AL"
6450,2018 BMW X5 xDrive35i,Good Deal,"45,909 mi.","$30,990",Used,"El Paso, TX"
6451,2019 Kia Sportage LX,Good Deal,"115,485 mi.","$13,699
$111 price drop",Used,"Countryside, IL"
6452,2018 Ford Transit Connect XLT,Good Deal,"86,492 mi.","$18,500",Used,"Perham, MN"
6453,2016 BMW 320 i xDrive,Great Deal,"99,160 mi.","$11,600",Used,"Redford, MI"
6454,2021 BMW X3 PHEV xDrive30e,Good Deal,"25,573 mi.","$39,220",Used,"Fort Wayne, IN"
6455,2018 INFINITI QX30 Premium,Great Deal,"64,612 mi.","$16,998",Used,"Jacksonville, FL"
6456,2018 Ford Edge SE,Good Deal,"43,825 mi.","$18,998",Used,"Victorville, CA"
6457,2013 Jeep Grand Cherokee Laredo,Good Deal,"100,337 mi.","$13,300",Used,"Minster, OH"
6458,2022 Chevrolet Express 3500 LS,Great Deal,"37,817 mi.","$39,790",Used,"Fort Lauderdale, FL"
6459,2021 Land Rover Range Rover Evoque S,Good Deal,"31,613 mi.","$32,995",Used,"San Juan, TX"
6460,2021 Hyundai Santa Fe Limited,Good Deal,"49,156 mi.","$26,300
$1,500 price drop",Used,"Montgomery, AL"
6461,2015 BMW 750 Li xDrive,Fair Deal,"107,611 mi.","$19,950",Used,"Mobile, AL"
6462,2020 Ford F-150 XLT,Great Deal,"56,989 mi.","$31,990
$2,000 price drop",Used,"Northbrook, IL"
6463,2007 Chevrolet HHR LT,Good Deal,"55,696 mi.","$8,999",Used,"Webster, TX"
6464,2018 Subaru BRZ Limited,Good Deal,"42,676 mi.","$24,653",Used,"Falls Church, VA"
6465,1998 Chevrolet Monte Carlo Z34,Fair Deal,"3,622 mi.","$19,167",Used,"Wichita, KS"
6466,2017 Ford Focus SE,Good Deal,"79,390 mi.","$10,500",Used,"San Antonio, TX"
6467,2017 Subaru Forester 2.5i Touring,Fair Deal,"135,254 mi.","$14,995",Used,"Findlay, OH"
6468,2020 Jeep Compass Altitude,Good Deal,"42,603 mi.","$23,998",Used,"Maplewood, MN"
6469,2019 Chevrolet Silverado 3500 WT,Good Deal,"67,136 mi.","$40,521",Used,"Montrose, CO"
6470,2021 Chevrolet Silverado 3500 High Country,Good Deal,"46,092 mi.","$67,995",Used,"Grand Junction, CO"
6471,2023 BMW 530 i,Good Deal,"23,031 mi.","$42,941",Used,"Corpus Christi, TX"
6472,2012 Dodge Avenger SXT Plus,Fair Deal,"108,181 mi.","$7,995",Used,"Schaumburg, IL"
6473,2022 Nissan Armada SL 2WD,Good Deal,"9,125 mi.","$43,916",Used,"Cleveland, MS"
6474,2005 Lexus SC 430,Fair Deal,"128,740 mi.","$12,798",Used,"Lutz, FL"
6475,2021 Nissan Sentra SV,Good Deal,"58,100 mi.","$18,079",Used,"Hialeah, FL"
6476,2023 Subaru Solterra Limited,Great Deal,"2,725 mi.","$32,977
$2,000 price drop",Subaru Certified,"Akron, OH"
6477,2023 Subaru Solterra Limited,Great Deal,"2,725 mi.","$32,977
$2,000 price drop",Subaru Certified,"Akron, OH"
6478,2016 Ford Edge Titanium,Great Deal,"70,892 mi.","$17,495",Used,"Alpena, MI"
6479,2021 BMW M760 i xDrive,Good Deal,"30,841 mi.","$72,998
$3,000 price drop",Used,"Baton Rouge, LA"
6480,2011 Audi S4 3.0 Premium Plus,Good Deal,"102,388 mi.","$14,995",Used,"Canton, MA"
6481,2023 Audi S4 3.0T Prestige,Good Deal,"21,166 mi.","$49,200
$500 price drop",Used,"Dedham, MA"
6482,2002 Dodge Dakota Base,Great Deal,"175,683 mi.","$6,750",Used,"Fort Collins, CO"
6483,2017 Buick Encore Essence,Great Deal,"103,755 mi.","$11,358",Used,"Traverse City, MI"
6484,2009 Chevrolet HHR LS,Good Deal,"63,894 mi.","$8,999",Used,"Webster, TX"
6485,2023 RAM 1500 Classic SLT,Fair Deal,"13,714 mi.","$32,577",Used,"Houston, TX"
6486,2018 Volkswagen Tiguan 2.0T SE,Good Deal,"71,191 mi.","$15,900",Used,"Jacksonville, FL"
6487,2022 MINI Hardtop Cooper S,Good Deal,"38,409 mi.","$24,998",Used,"San Francisco, CA"
6488,2020 Audi A4 allroad 2.0T Premium,Good Deal,"34,371 mi.","$32,990",Used,"Hollywood, FL"
6489,2022 Buick Envision Avenir,Fair Deal,"42,636 mi.","$30,791",Used,"Humble, TX"
6490,2018 Ford F-150 XLT,Good Deal,"91,073 mi.","$26,998",Used,"Amarillo, TX"
6491,2022 Buick Encore GX Essence,Good Deal,"17,354 mi.","$24,990",Used,"Bridgewater, NJ"
6492,2015 INFINITI Q70 3.7X,Good Deal,"58,455 mi.","$16,998",Used,"Orlando, FL"
6493,2012 Honda Crosstour EX-L,Good Deal,"157,173 mi.","$10,499",Used,"Raleigh, NC"
6494,2019 Ford Transit-350 148 WB Medium Roof Cargo,Good Deal,"50,617 mi.","$30,995
$1,000 price drop",Used,"Middlebury, IN"
6495,2019 Audi e-tron Prestige,Good Deal,"24,978 mi.","$34,998",Used,"Gaithersburg, MD"
6496,2023 Kia Forte GT-Line,Good Deal,"15,048 mi.","$22,499",Used,"Sherman, TX"
6497,2021 Nissan Versa 1.6 SV,Good Deal,"67,030 mi.","$15,998
$961 price drop",Used,"Glen Burnie, MD"
6498,2019 Chevrolet Blazer RS,Fair Deal,"97,296 mi.","$25,374",Used,"Queensbury, NY"
6499,2016 GMC Yukon XL Denali,Good Deal,"124,000 mi.","$23,995",Used,"Ballston Spa, NY"
6500,2023 Toyota Tundra SR5,Fair Deal,"8,298 mi.","$52,750",Used,"Bowling Green, KY"
6501,2023 Kia Stinger GT2,Fair Deal,"1,345 mi.","$49,477
$500 price drop",Used,"Milford, MA"
6502,2019 Ford Fusion SEL,Good Deal,"66,038 mi.","$19,495
$100 price drop",Used,"Wilmington, NC"
6503,2018 RAM 2500 Laramie,Fair Deal,"147,547 mi.","$39,899",Used,"Waynesboro, VA"
6504,2017 Jeep Cherokee Latitude,Good Deal,"60,354 mi.","$16,900",Used,"Zanesville, OH"
